,Parabacteroides distasonis ATCC 8503_0.01.pkl,Bifidobacterium longum strain DSM 20219_0.01.pkl,Ruminococcus gnavus ATCC 29149_0.01.pkl,Bacteroides vulgatus ATCC 8482_0.01.pkl,Lactococcus lactis subsp. lactis Il1403_0.01.pkl
L. lactis_gapfilled_37,,,,,"{'EX_cpd00023_e': 0.006352199628154681, 'EX_cpd00027_e': 0.04150721585110012, 'EX_cpd01171_e': 0.006352199629067903, 'EX_cpd00154_e': 0.04150721585031801, 'EX_cpd08306_e': 0.006352199629492477, 'EX_cpd00309_e': 0.041507215851002, 'EX_cpd00540_e': 0.006352199629464545, 'EX_cpd11597_e': 0.006352199629464545, 'EX_cpd08305_e': 0.006352199629464545, 'EX_cpd00039_e': 0.006352199629464545, 'EX_cpd00011_e': 0.008920914690195243, 'EX_cpd00322_e': 0.006352199616509278, 'EX_cpd00028_e': 0.006352199616637524, 'EX_cpd00066_e': 0.006352199616509278, 'EX_cpd01080_e': 0.006352199616509278, 'EX_cpd00010_e': 0.006352199616509278, 'EX_cpd00264_e': 0.006352199616509278, 'EX_cpd00069_e': 0.006352199616509278, 'EX_cpd00060_e': 0.006352199616509278, 'EX_cpd00305_e': 0.006352199616509278, 'EX_cpd00080_e': 0.006352199629404443}"
L. lactis_gapfilled_38,,,,,"{'EX_cpd00023_e': 0.006258956355801124, 'EX_cpd00027_e': 0.041507215847557996, 'EX_cpd01171_e': 0.006258956355856105, 'EX_cpd00154_e': 0.04150721585097126, 'EX_cpd08306_e': 0.00625895635585087, 'EX_cpd00309_e': 0.041507215851002, 'EX_cpd00540_e': 0.006258956356672429, 'EX_cpd11597_e': 0.006258956356672429, 'EX_cpd08305_e': 0.006258956356672429, 'EX_cpd00039_e': 0.006258956356672429, 'EX_cpd00011_e': 0.008764666884318303, 'EX_cpd00322_e': 0.006258956355865925, 'EX_cpd00028_e': 0.006258956355689528, 'EX_cpd00066_e': 0.006258956355865925, 'EX_cpd01080_e': 0.006258956355865925, 'EX_cpd00010_e': 0.006258956355865925, 'EX_cpd00264_e': 0.006258956355865925, 'EX_cpd00069_e': 0.006258956355865925, 'EX_cpd00060_e': 0.006258956355865925, 'EX_cpd00305_e': 0.006258956355865925, 'EX_cpd00080_e': 0.0062589563557175635}"
L. lactis_gapfilled_39,,,,,"{'EX_cpd00023_e': 0.006257753145214339, 'EX_cpd00027_e': 0.04150721585235491, 'EX_cpd01171_e': 0.006257753144396457, 'EX_cpd00154_e': 0.04150721585192952, 'EX_cpd08306_e': 0.006257753145044506, 'EX_cpd00309_e': 0.04150721585107334, 'EX_cpd00540_e': 0.006257753144898647, 'EX_cpd11597_e': 0.006257753144898647, 'EX_cpd08305_e': 0.006257753144898647, 'EX_cpd00039_e': 0.006257753144898647, 'EX_cpd00011_e': 0.008762292099033519, 'EX_cpd00322_e': 0.006257753145103236, 'EX_cpd00028_e': 0.006257753145103236, 'EX_cpd00066_e': 0.006257753145103236, 'EX_cpd01080_e': 0.006257753145103236, 'EX_cpd00010_e': 0.006257753145103236, 'EX_cpd00264_e': 0.006257753145103236, 'EX_cpd00069_e': 0.006257753145103236, 'EX_cpd00060_e': 0.006257753145103236, 'EX_cpd00305_e': 0.006257753145103236, 'EX_cpd00080_e': 0.006257753145178688}"
L. lactis_gapfilled_40,,,,,"{'EX_cpd00023_e': 0.023440956814155492, 'EX_cpd00027_e': 0.04723189955468781, 'EX_cpd01171_e': 0.023440956814614507, 'EX_cpd00154_e': 0.047231899554687796, 'EX_cpd08306_e': 0.02344095681453851, 'EX_cpd00309_e': 0.02344095681453851, 'EX_cpd00540_e': 0.02344095681453851, 'EX_cpd11597_e': 0.02344095681453851, 'EX_cpd08305_e': 0.02344095681453851, 'EX_cpd00039_e': 0.02344095681453851, 'EX_cpd00011_e': 0.02344095681453851, 'EX_cpd00322_e': 0.023440956814498603, 'EX_cpd00028_e': 0.02344095681453851, 'EX_cpd00066_e': 0.02344095681453851, 'EX_cpd01080_e': 0.02344095681453851, 'EX_cpd00010_e': 0.02344095681453851, 'EX_cpd00264_e': 0.02344095681453851, 'EX_cpd00069_e': 0.02344095681453851, 'EX_cpd00060_e': 0.02344095681453851, 'EX_cpd00305_e': 0.02344095681453851, 'EX_cpd00080_e': 0.02344095681471768}"
L. lactis_gapfilled_41,,,,,"{'EX_cpd00023_e': 0.005944025672527701, 'EX_cpd00027_e': 0.04723189955468961, 'EX_cpd01171_e': 0.005944025672364671, 'EX_cpd00154_e': 0.0472318995546786, 'EX_cpd08306_e': 0.00594402567237914, 'EX_cpd00309_e': 0.00594402567237914, 'EX_cpd00540_e': 0.00594402567237914, 'EX_cpd11597_e': 0.00594402567237914, 'EX_cpd08305_e': 0.00594402567237914, 'EX_cpd00039_e': 0.00594402567237914, 'EX_cpd00011_e': 0.008288652205815733, 'EX_cpd00322_e': 0.005944025672346789, 'EX_cpd00028_e': 0.005944025672346789, 'EX_cpd00066_e': 0.005944025672346789, 'EX_cpd01080_e': 0.005944025672346789, 'EX_cpd00010_e': 0.005944025672346789, 'EX_cpd00264_e': 0.005944025672346789, 'EX_cpd00069_e': 0.005944025672346789, 'EX_cpd00060_e': 0.005944025672346789, 'EX_cpd00305_e': 0.005944025672346789, 'EX_cpd00080_e': 0.005944025672362724}"
L. lactis_gapfilled_42,,,,,"{'EX_cpd00023_e': 0.0063521996297091175, 'EX_cpd00027_e': 0.04150721580325509, 'EX_cpd01171_e': 0.00635219962895463, 'EX_cpd00154_e': 0.04150721585110078, 'EX_cpd08306_e': 0.006352199629416392, 'EX_cpd00309_e': 0.04150721585175838, 'EX_cpd00540_e': 0.006352199629007625, 'EX_cpd11597_e': 0.006352199629007625, 'EX_cpd08305_e': 0.006352199629007625, 'EX_cpd00039_e': 0.006352199629007625, 'EX_cpd00011_e': 0.008920914077366822, 'EX_cpd00322_e': 0.006352199629450113, 'EX_cpd00028_e': 0.006352199629479293, 'EX_cpd00066_e': 0.006352199629450113, 'EX_cpd01080_e': 0.006352199629450113, 'EX_cpd00010_e': 0.006352199629450113, 'EX_cpd00264_e': 0.006352199629450113, 'EX_cpd00069_e': 0.006352199629450113, 'EX_cpd00060_e': 0.006352199629450113, 'EX_cpd00305_e': 0.006352199629450113, 'EX_cpd00080_e': 0.006352199629802758}"
L. lactis_gapfilled_43,,,,,"{'EX_cpd00023_e': 0.006246956232596638, 'EX_cpd00027_e': 0.04150721585100197, 'EX_cpd01171_e': 0.006246956232665673, 'EX_cpd00154_e': 0.0415072158510179, 'EX_cpd08306_e': 0.006246956232591507, 'EX_cpd00309_e': 0.0415072158510023, 'EX_cpd00540_e': 0.006246956232683745, 'EX_cpd11597_e': 0.006246956232683745, 'EX_cpd08305_e': 0.006246956232683745, 'EX_cpd00039_e': 0.006246956232683745, 'EX_cpd00011_e': 0.008751238265198526, 'EX_cpd00322_e': 0.006246956232639779, 'EX_cpd00028_e': 0.006246956232628558, 'EX_cpd00066_e': 0.006246956232639779, 'EX_cpd01080_e': 0.006246956232639779, 'EX_cpd00010_e': 0.006246956232639779, 'EX_cpd00264_e': 0.006246956232639779, 'EX_cpd00069_e': 0.006246956232639779, 'EX_cpd00060_e': 0.006246956232639779, 'EX_cpd00305_e': 0.006246956232639779, 'EX_cpd00080_e': 0.00624695623265086}"
L. lactis_gapfilled_44,,,,,"{'EX_cpd00023_e': 0.006048348975863432, 'EX_cpd00027_e': 0.04723189955468766, 'EX_cpd01171_e': 0.006048348975798657, 'EX_cpd00154_e': 0.04723189955470684, 'EX_cpd08306_e': 0.006048348975905701, 'EX_cpd00309_e': 0.006048348975905701, 'EX_cpd00540_e': 0.006048348975905701, 'EX_cpd11597_e': 0.006048348975905701, 'EX_cpd08305_e': 0.006048348975905701, 'EX_cpd00039_e': 0.006048348975905701, 'EX_cpd00011_e': 0.008470530253112205, 'EX_cpd00322_e': 0.006048348975833347, 'EX_cpd00028_e': 0.006048348975833347, 'EX_cpd00066_e': 0.006048348975833347, 'EX_cpd01080_e': 0.006048348975833347, 'EX_cpd00010_e': 0.006048348975833347, 'EX_cpd00264_e': 0.006048348975833347, 'EX_cpd00069_e': 0.006048348975833347, 'EX_cpd00060_e': 0.006048348975833347, 'EX_cpd00305_e': 0.006048348975833347, 'EX_cpd00080_e': 0.006048348975870379}"
L. lactis_gapfilled_45,,,,,"{'EX_cpd00023_e': 0.0062589563590738535, 'EX_cpd00027_e': 0.041507215801160076, 'EX_cpd01171_e': 0.006258956355715784, 'EX_cpd00154_e': 0.04150721585091625, 'EX_cpd08306_e': 0.006258956355884289, 'EX_cpd00309_e': 0.041507215851001956, 'EX_cpd00540_e': 0.006258956355797201, 'EX_cpd11597_e': 0.006258956355797201, 'EX_cpd08305_e': 0.006258956355797201, 'EX_cpd00039_e': 0.006258956355797201, 'EX_cpd00011_e': 0.008764666887353433, 'EX_cpd00322_e': 0.006258956355732855, 'EX_cpd00028_e': 0.006258956355732855, 'EX_cpd00066_e': 0.006258956355732855, 'EX_cpd01080_e': 0.006258956355732855, 'EX_cpd00010_e': 0.006258956355732855, 'EX_cpd00264_e': 0.006258956355732855, 'EX_cpd00069_e': 0.006258956355732855, 'EX_cpd00060_e': 0.006258956355732855, 'EX_cpd00305_e': 0.006258956355732855, 'EX_cpd00080_e': 0.006258956355550412}"
L. lactis_gapfilled_46,,,,,"{'EX_cpd00023_e': 0.0063534394360655845, 'EX_cpd00027_e': 0.04150721585137714, 'EX_cpd01171_e': 0.006353439436996386, 'EX_cpd00154_e': 0.041507215850133776, 'EX_cpd08306_e': 0.006353439437409072, 'EX_cpd00309_e': 0.041507215849775306, 'EX_cpd00540_e': 0.006353439438700095, 'EX_cpd11597_e': 0.006353439438700095, 'EX_cpd08305_e': 0.006353439438700095, 'EX_cpd00039_e': 0.006353439438700095, 'EX_cpd00011_e': 0.008923375627932197, 'EX_cpd00322_e': 0.006353439437078005, 'EX_cpd00028_e': 0.006353439437154131, 'EX_cpd00066_e': 0.006353439437078005, 'EX_cpd01080_e': 0.006353439437078005, 'EX_cpd00010_e': 0.006353439437078005, 'EX_cpd00264_e': 0.006353439437078005, 'EX_cpd00069_e': 0.006353439437078005, 'EX_cpd00060_e': 0.006353439437078005, 'EX_cpd00305_e': 0.006353439437078005, 'EX_cpd00080_e': 0.006353439437177252}"
L. lactis_gapfilled_47,,,,,"{'EX_cpd00023_e': 0.04723189955470391, 'EX_cpd00027_e': 0.04723189955523268, 'EX_cpd01171_e': 0.04723189955468756, 'EX_cpd00154_e': 0.04723189955555838, 'EX_cpd08306_e': 0.04723189955468774, 'EX_cpd00309_e': 0.04723189955468774, 'EX_cpd00540_e': 0.04723189955468774, 'EX_cpd11597_e': 0.04723189955468774, 'EX_cpd08305_e': 0.04723189955468774, 'EX_cpd00039_e': 0.04723189955468774, 'EX_cpd00011_e': 0.04723189955468774, 'EX_cpd00322_e': 0.051591708669113334, 'EX_cpd00028_e': 0.04723189955468774, 'EX_cpd00066_e': 0.04723189955468774, 'EX_cpd01080_e': 0.04723189955468774, 'EX_cpd00010_e': 0.04723189955468774, 'EX_cpd00264_e': 0.047231899554687776, 'EX_cpd00069_e': 0.04723189955468774, 'EX_cpd00060_e': 0.04723189955468774, 'EX_cpd00305_e': 0.047231899554687776, 'EX_cpd00080_e': 0.04723189955468274}"
L. lactis_gapfilled_48,,,,,"{'EX_cpd00023_e': 0.006257753145182585, 'EX_cpd00027_e': 0.041507215850990355, 'EX_cpd01171_e': 0.006257753145183852, 'EX_cpd00154_e': 0.041507215850986524, 'EX_cpd08306_e': 0.006257753144985681, 'EX_cpd00309_e': 0.04150721585143102, 'EX_cpd00540_e': 0.006257753145074815, 'EX_cpd11597_e': 0.006257753145074815, 'EX_cpd08305_e': 0.006257753145074815, 'EX_cpd00039_e': 0.006257753145074815, 'EX_cpd00011_e': 0.008762292104435293, 'EX_cpd00322_e': 0.006257753145124017, 'EX_cpd00028_e': 0.006257753145124017, 'EX_cpd00066_e': 0.006257753145124017, 'EX_cpd01080_e': 0.006257753145124017, 'EX_cpd00010_e': 0.006257753145124017, 'EX_cpd00264_e': 0.006257753145124017, 'EX_cpd00069_e': 0.006257753145124017, 'EX_cpd00060_e': 0.006257753145124017, 'EX_cpd00305_e': 0.006257753145124017, 'EX_cpd00080_e': 0.006257753145169052}"
L. lactis_gapfilled_49,,,,,"{'EX_cpd00023_e': 0.006352199629490719, 'EX_cpd00027_e': 0.04150721585196466, 'EX_cpd01171_e': 0.006352199631422057, 'EX_cpd00154_e': 0.04150721585150344, 'EX_cpd08306_e': 0.006352199629580968, 'EX_cpd00309_e': 0.04150721585092027, 'EX_cpd00540_e': 0.006352199629492919, 'EX_cpd11597_e': 0.006352199629498377, 'EX_cpd08305_e': 0.006352199629498377, 'EX_cpd00039_e': 0.006352199629498377, 'EX_cpd00011_e': 0.00892091407755864, 'EX_cpd00322_e': 0.006352199628125657, 'EX_cpd00028_e': 0.006352199628125657, 'EX_cpd00066_e': 0.006352199628125657, 'EX_cpd01080_e': 0.006352199628125657, 'EX_cpd00010_e': 0.006352199628125657, 'EX_cpd00264_e': 0.006352199628125657, 'EX_cpd00069_e': 0.006352199628125657, 'EX_cpd00060_e': 0.006352199628125657, 'EX_cpd00305_e': 0.006352199628125657, 'EX_cpd00080_e': 0.006352199629622273}"
L. lactis_gapfilled_50,,,,,"{'EX_cpd00023_e': 0.006257753145217929, 'EX_cpd00027_e': 0.04150721585166904, 'EX_cpd01171_e': 0.006257753145289773, 'EX_cpd00154_e': 0.041507215851324886, 'EX_cpd08306_e': 0.006257753105969243, 'EX_cpd00309_e': 0.041507215851498115, 'EX_cpd00540_e': 0.006257753144686835, 'EX_cpd11597_e': 0.006257753144686835, 'EX_cpd08305_e': 0.006257753144686835, 'EX_cpd00039_e': 0.006257753144686835, 'EX_cpd00011_e': 0.008762292104907324, 'EX_cpd00322_e': 0.006257753169668879, 'EX_cpd00028_e': 0.006257753169668879, 'EX_cpd00066_e': 0.006257753169668879, 'EX_cpd01080_e': 0.006257753169668879, 'EX_cpd00010_e': 0.006257753169668879, 'EX_cpd00264_e': 0.006257753169668879, 'EX_cpd00069_e': 0.006257753169668879, 'EX_cpd00060_e': 0.006257753169668879, 'EX_cpd00305_e': 0.006257753169668879, 'EX_cpd00080_e': 0.006257753145262212}"
L. lactis_gapfilled_51,,,,,"{'EX_cpd00023_e': 0.006353439436063906, 'EX_cpd00027_e': 0.04150721585095048, 'EX_cpd01171_e': 0.006353439437196377, 'EX_cpd00154_e': 0.041507215851001984, 'EX_cpd08306_e': 0.006353439437246297, 'EX_cpd00309_e': 0.04150721585100183, 'EX_cpd00540_e': 0.006353439437270702, 'EX_cpd11597_e': 0.006353439437270702, 'EX_cpd08305_e': 0.006353439437270702, 'EX_cpd00039_e': 0.006353439437270702, 'EX_cpd00011_e': 0.008923375627999162, 'EX_cpd00322_e': 0.006353439437057122, 'EX_cpd00028_e': 0.006353439437057122, 'EX_cpd00066_e': 0.006353439437057122, 'EX_cpd01080_e': 0.006353439437057122, 'EX_cpd00010_e': 0.006353439437057122, 'EX_cpd00264_e': 0.006353439437057122, 'EX_cpd00069_e': 0.006353439437057122, 'EX_cpd00060_e': 0.006353439438174195, 'EX_cpd00305_e': 0.006353439437057122, 'EX_cpd00080_e': 0.006353439437212877}"
L. lactis_gapfilled_52,,,,,"{'EX_cpd00023_e': 0.04150721585099356, 'EX_cpd00027_e': 0.04150721585100199, 'EX_cpd01171_e': 0.04150721585115261, 'EX_cpd00154_e': 0.04150721585115261, 'EX_cpd08306_e': 0.04150721585115261, 'EX_cpd00309_e': 0.04150721585109885, 'EX_cpd00540_e': 0.041507215851129285, 'EX_cpd11597_e': 0.041507215851129285, 'EX_cpd08305_e': 0.041507215851129285, 'EX_cpd00039_e': 0.041507215851129285, 'EX_cpd00011_e': 0.041507215851129285, 'EX_cpd00322_e': 0.041507215851129285, 'EX_cpd00028_e': 0.041507215851129285, 'EX_cpd00066_e': 0.041507215851129285, 'EX_cpd01080_e': 0.041507215851129285, 'EX_cpd00010_e': 0.041507215851129285, 'EX_cpd00264_e': 0.041507215851129285, 'EX_cpd00069_e': 0.041507215851129285, 'EX_cpd00060_e': 0.041507215851129285, 'EX_cpd00305_e': 0.041507215851129285, 'EX_cpd00080_e': 0.04150721585100199}"
L. lactis_gapfilled_53,,,,,"{'EX_cpd00023_e': 0.006257753144021348, 'EX_cpd00027_e': 0.04150721585115448, 'EX_cpd01171_e': 0.006257753145025588, 'EX_cpd00154_e': 0.04150721584706764, 'EX_cpd08306_e': 0.006257753145242435, 'EX_cpd00309_e': 0.04150721585204803, 'EX_cpd00540_e': 0.006257753144172806, 'EX_cpd11597_e': 0.006257753144172806, 'EX_cpd08305_e': 0.006257753144172806, 'EX_cpd00039_e': 0.006257753144172806, 'EX_cpd00011_e': 0.008762292104630882, 'EX_cpd00322_e': 0.00625775314508016, 'EX_cpd00028_e': 0.00625775314508016, 'EX_cpd00066_e': 0.00625775314508016, 'EX_cpd01080_e': 0.00625775314508016, 'EX_cpd00010_e': 0.00625775314508016, 'EX_cpd00264_e': 0.00625775314508016, 'EX_cpd00069_e': 0.00625775314508016, 'EX_cpd00060_e': 0.00625775314508016, 'EX_cpd00305_e': 0.00625775314508016, 'EX_cpd00080_e': 0.00625775314542535}"
L. lactis_gapfilled_54,,,,,"{'EX_cpd00023_e': 0.005954425002072398, 'EX_cpd00027_e': 0.04723189955468775, 'EX_cpd01171_e': 0.005954425002071295, 'EX_cpd00154_e': 0.047231899554688324, 'EX_cpd08306_e': 0.00595442500207133, 'EX_cpd00309_e': 0.00595442500207133, 'EX_cpd00540_e': 0.00595442500207133, 'EX_cpd11597_e': 0.00595442500207133, 'EX_cpd08305_e': 0.00595442500207133, 'EX_cpd00039_e': 0.00595442500207133, 'EX_cpd00011_e': 0.008299478262152328, 'EX_cpd00322_e': 0.005954425002050946, 'EX_cpd00028_e': 0.005954425002050946, 'EX_cpd00066_e': 0.005954425002050946, 'EX_cpd01080_e': 0.005954425002050946, 'EX_cpd00010_e': 0.005954425002050946, 'EX_cpd00264_e': 0.005954425002050946, 'EX_cpd00069_e': 0.005954425002050946, 'EX_cpd00060_e': 0.005954425002050946, 'EX_cpd00305_e': 0.005954425002050946, 'EX_cpd00080_e': 0.005954425001998913}"
L. lactis_gapfilled_55,,,,,"{'EX_cpd00023_e': 0.023440956814588434, 'EX_cpd00027_e': 0.047231899554768704, 'EX_cpd01171_e': 0.023440956814738206, 'EX_cpd00154_e': 0.047231899554687755, 'EX_cpd08306_e': 0.02344095681453099, 'EX_cpd00309_e': 0.02344095681453099, 'EX_cpd00540_e': 0.02344095681453099, 'EX_cpd11597_e': 0.02344095681453099, 'EX_cpd08305_e': 0.02344095681453099, 'EX_cpd00039_e': 0.02344095681453099, 'EX_cpd00011_e': 0.02344095681453099, 'EX_cpd00322_e': 0.02344095681453101, 'EX_cpd00028_e': 0.02344095681453099, 'EX_cpd00066_e': 0.02344095681453099, 'EX_cpd01080_e': 0.02344095681453099, 'EX_cpd00010_e': 0.02344095681453099, 'EX_cpd00264_e': 0.02344095681453099, 'EX_cpd00069_e': 0.02344095681453099, 'EX_cpd00060_e': 0.023440956814542852, 'EX_cpd00305_e': 0.02344095681453099, 'EX_cpd00080_e': 0.023440956814467753}"
L. lactis_gapfilled_56,,,,,"{'EX_cpd00023_e': 0.0059440256723286445, 'EX_cpd00027_e': 0.04723189955468773, 'EX_cpd01171_e': 0.00594402567233498, 'EX_cpd00154_e': 0.04723189955473366, 'EX_cpd08306_e': 0.005944025672359785, 'EX_cpd00309_e': 0.005944025672359785, 'EX_cpd00540_e': 0.005944025672359785, 'EX_cpd11597_e': 0.005944025672359785, 'EX_cpd08305_e': 0.005944025672359785, 'EX_cpd00039_e': 0.005944025672359785, 'EX_cpd00011_e': 0.008288652205762687, 'EX_cpd00322_e': 0.005944025672377874, 'EX_cpd00028_e': 0.005944025672377874, 'EX_cpd00066_e': 0.005944025672377874, 'EX_cpd01080_e': 0.005944025672377874, 'EX_cpd00010_e': 0.005944025672377874, 'EX_cpd00264_e': 0.005944025672377874, 'EX_cpd00069_e': 0.005944025672377874, 'EX_cpd00060_e': 0.005944025672359785, 'EX_cpd00305_e': 0.005944025672377874, 'EX_cpd00080_e': 0.005944025672302822}"
L. lactis_gapfilled_57,,,,,"{'EX_cpd00023_e': 0.0060454123774598975, 'EX_cpd00027_e': 0.04723189955468677, 'EX_cpd01171_e': 0.006045412377131908, 'EX_cpd00154_e': 0.04723189955468777, 'EX_cpd08306_e': 0.006045412377473032, 'EX_cpd00309_e': 0.006045412377461974, 'EX_cpd00540_e': 0.006045412377461974, 'EX_cpd11597_e': 0.006045412377461974, 'EX_cpd08305_e': 0.006045412377461974, 'EX_cpd00039_e': 0.006045412377461974, 'EX_cpd00011_e': 0.008454934068237984, 'EX_cpd00322_e': 0.00604541237759845, 'EX_cpd00028_e': 0.00604541237759845, 'EX_cpd00066_e': 0.00604541237759845, 'EX_cpd01080_e': 0.00604541237759845, 'EX_cpd00010_e': 0.00604541237759845, 'EX_cpd00264_e': 0.00604541237759845, 'EX_cpd00069_e': 0.00604541237759845, 'EX_cpd00060_e': 0.00604541237759845, 'EX_cpd00305_e': 0.00604541237759845, 'EX_cpd00080_e': 0.006045412377468702}"
L. lactis_gapfilled_58,,,,,"{'EX_cpd00023_e': 0.0062481552943406795, 'EX_cpd00027_e': 0.041507215851022974, 'EX_cpd01171_e': 0.0062481552947026365, 'EX_cpd00154_e': 0.041507215851002005, 'EX_cpd08306_e': 0.006248155294672218, 'EX_cpd00309_e': 0.041507215852004606, 'EX_cpd00540_e': 0.0062481552945537495, 'EX_cpd11597_e': 0.0062481552945537495, 'EX_cpd08305_e': 0.0062481552945537495, 'EX_cpd00039_e': 0.0062481552945537495, 'EX_cpd00011_e': 0.008753607056484763, 'EX_cpd00322_e': 0.006248155294493019, 'EX_cpd00028_e': 0.006248155294493019, 'EX_cpd00066_e': 0.006248155294493019, 'EX_cpd01080_e': 0.006248155294493019, 'EX_cpd00010_e': 0.006248155294493019, 'EX_cpd00264_e': 0.006248155294493019, 'EX_cpd00069_e': 0.006248155294493019, 'EX_cpd00060_e': 0.006248155294493019, 'EX_cpd00305_e': 0.006248155294493019, 'EX_cpd00080_e': 0.006248155294691014}"
L. lactis_gapfilled_59,,,,,"{'EX_cpd00023_e': 0.02399671599483152, 'EX_cpd00027_e': 0.04723189955467968, 'EX_cpd01171_e': 0.023996715994489964, 'EX_cpd00154_e': 0.04723189955468531, 'EX_cpd08306_e': 0.02399671599453564, 'EX_cpd00309_e': 0.04723189955470219, 'EX_cpd00540_e': 0.02399671599453564, 'EX_cpd11597_e': 0.02399671599453564, 'EX_cpd08305_e': 0.02399671599453564, 'EX_cpd00039_e': 0.02399671599453564, 'EX_cpd00011_e': 0.02399671599453564, 'EX_cpd00322_e': 0.02399671599453564, 'EX_cpd00028_e': 0.02399671599453564, 'EX_cpd00066_e': 0.02399671599453564, 'EX_cpd01080_e': 0.02399671599453564, 'EX_cpd00010_e': 0.02399671599453564, 'EX_cpd00264_e': 0.02399671599453564, 'EX_cpd00069_e': 0.02399671599453564, 'EX_cpd00060_e': 0.02399671599453564, 'EX_cpd00305_e': 0.02399671599453564, 'EX_cpd00080_e': 0.023996715994391498}"
L. lactis_gapfilled_60,,,,,"{'EX_cpd00023_e': 0.006257753144984201, 'EX_cpd00027_e': 0.04150721585107795, 'EX_cpd01171_e': 0.006257753145493441, 'EX_cpd00154_e': 0.04150721585103453, 'EX_cpd08306_e': 0.006257753145193227, 'EX_cpd00309_e': 0.04150721584950001, 'EX_cpd00540_e': 0.006257753144678618, 'EX_cpd11597_e': 0.006257753144678618, 'EX_cpd08305_e': 0.006257753144678618, 'EX_cpd00039_e': 0.006257753144678618, 'EX_cpd00011_e': 0.008762292105308813, 'EX_cpd00322_e': 0.0062577531451322175, 'EX_cpd00028_e': 0.0062577531451322175, 'EX_cpd00066_e': 0.0062577531451322175, 'EX_cpd01080_e': 0.0062577531451322175, 'EX_cpd00010_e': 0.0062577531451322175, 'EX_cpd00264_e': 0.0062577531451322175, 'EX_cpd00069_e': 0.0062577531451322175, 'EX_cpd00060_e': 0.0062577531451322175, 'EX_cpd00305_e': 0.0062577531451322175, 'EX_cpd00080_e': 0.006257753145501053}"
L. lactis_gapfilled_61,,,,,"{'EX_cpd00023_e': 0.006258956355759922, 'EX_cpd00027_e': 0.04150721585100195, 'EX_cpd01171_e': 0.00625895635577452, 'EX_cpd00154_e': 0.04150721585169256, 'EX_cpd08306_e': 0.006258956334112109, 'EX_cpd00309_e': 0.041507215851252804, 'EX_cpd00540_e': 0.006258956355655515, 'EX_cpd11597_e': 0.006258956355655515, 'EX_cpd08305_e': 0.006258956355655515, 'EX_cpd00039_e': 0.006258956355655515, 'EX_cpd00011_e': 0.00876466688434617, 'EX_cpd00322_e': 0.0062589563557682954, 'EX_cpd00028_e': 0.0062589563557682954, 'EX_cpd00066_e': 0.0062589563557682954, 'EX_cpd01080_e': 0.0062589563557682954, 'EX_cpd00010_e': 0.0062589563557682954, 'EX_cpd00264_e': 0.0062589563557682954, 'EX_cpd00069_e': 0.0062589563557682954, 'EX_cpd00060_e': 0.0062589563557682954, 'EX_cpd00305_e': 0.0062589563557682954, 'EX_cpd00080_e': 0.006258956355934435}"
L. lactis_gapfilled_62,,,,,"{'EX_cpd00023_e': 0.006257753142355175, 'EX_cpd00027_e': 0.041507215850911265, 'EX_cpd01171_e': 0.006257753145223474, 'EX_cpd00154_e': 0.04150721585088428, 'EX_cpd08306_e': 0.00625775314503903, 'EX_cpd00309_e': 0.041507215851001956, 'EX_cpd00540_e': 0.006257753145117419, 'EX_cpd11597_e': 0.006257753145117419, 'EX_cpd08305_e': 0.006257753145117419, 'EX_cpd00039_e': 0.006257753145117419, 'EX_cpd00011_e': 0.008762292104387436, 'EX_cpd00322_e': 0.006257753145157013, 'EX_cpd00028_e': 0.006257753145157013, 'EX_cpd00066_e': 0.006257753145157013, 'EX_cpd01080_e': 0.006257753145157013, 'EX_cpd00010_e': 0.006257753145157013, 'EX_cpd00264_e': 0.006257753145157013, 'EX_cpd00069_e': 0.006257753145157013, 'EX_cpd00060_e': 0.006257753145157013, 'EX_cpd00305_e': 0.006257753145157013, 'EX_cpd00080_e': 0.006257753145242784}"
L. lactis_gapfilled_63,,,,,"{'EX_cpd00023_e': 0.006332055238346353, 'EX_cpd00027_e': 0.047231899554649986, 'EX_cpd01171_e': 0.006332055237912226, 'EX_cpd00154_e': 0.04723189955318911, 'EX_cpd08306_e': 0.006332055236516672, 'EX_cpd00309_e': 0.04723189955468771, 'EX_cpd00540_e': 0.006332055237714969, 'EX_cpd11597_e': 0.006332055237714969, 'EX_cpd08305_e': 0.006332055237714969, 'EX_cpd00039_e': 0.006332055237714969, 'EX_cpd00011_e': 0.008897810199475295, 'EX_cpd00322_e': 0.00633205523791201, 'EX_cpd00028_e': 0.00633205523791201, 'EX_cpd00066_e': 0.00633205523791201, 'EX_cpd01080_e': 0.00633205523791201, 'EX_cpd00010_e': 0.00633205523791201, 'EX_cpd00264_e': 0.00633205523791201, 'EX_cpd00069_e': 0.00633205523791201, 'EX_cpd00060_e': 0.00633205523791201, 'EX_cpd00305_e': 0.00633205523791201, 'EX_cpd00080_e': 0.006332055237783247}"
